Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsSinceLastPromotion,BusinessTravel_Non-Travel,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.4463504035345031,1,0.7425265337769018,-1.0109093429124179,2,-1.731461774799737,2,0,1.3831382668932737,3,4,0.7260199409380492,8.0,1,11,1,0.0,0.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3223652142096962,0,-1.2977746019136118,-0.14714972001373974,1,-1.7302835088760897,3,1,-0.2406767700620191,2,2,1.4888761391146892,1.0,0,23,4,1.0,3.0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.008342998196906572,1,1.4143632382387843,-0.8875151110697495,2,-1.7291052429524425,4,1,1.2847252343505287,2,3,-1.6748408610979753,6.0,1,15,2,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.42966440714069,0,1.4614661806180305,-0.7641208792270812,4,-1.727926977028795,4,0,-0.4867093514188816,3,3,1.2432105837696696,1.0,1,11,3,0.0,3.0,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.0866755151470848,0,-0.5242947060017769,-0.8875151110697495,1,-1.7267487111051478,1,1,-1.2740136117608418,3,2,0.3258998974213038,8.5,0,12,4,1.0,3.0,3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5391662584750891,0,0.5020536174196967,-0.8875151110697495,2,-1.7255704451815004,4,1,0.645040522822686,3,4,-0.34419928329096944,0.0,0,13,3,0.0,2.0,2,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4173837275536876,0,1.2928872289449382,-0.7641208792270812,3,-1.7243921792578532,3,0,0.743453555365431,4,1,-0.6112270608399039,4.0,1,20,1,2.5,3.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7581699611438873,0,1.3771767047814845,1.827157989468953,1,-1.7232139133342057,4,1,0.05456232756621595,3,3,-0.1374635670938734,1.0,0,22,2,1.0,2.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.11784484953130571,0,-1.4539580424342708,1.7037637576262845,3,-1.7220356474105585,4,1,-1.0771875466753518,2,3,-0.7766437419846911,0.0,0,21,2,0.0,2.0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.10115885313749257,0,1.230909673182772,2.197340684996958,3,-1.7208573814869113,3,1,1.3831382668932737,3,3,0.31817014596593995,6.0,0,13,2,2.0,3.0,2,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2106607044718917,0,0.016149580244313087,0.8400041347276065,3,-1.7196791155632638,1,1,0.8910731041795485,4,2,0.304397134281837,0.0,0,13,3,1.0,4.5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8676718124782865,0,-1.6101414829549299,0.7166099028849382,2,-1.7185008496396166,4,0,-0.8311549653184892,2,3,-0.22923679800937558,0.0,1,12,4,0.0,3.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6486681098094882,0,-0.32844562979333136,2.0739464531542895,1,-1.7173225837159691,1,1,-1.7168722582031943,3,3,0.12042904964417642,1.0,0,17,4,1.0,1.0,2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3201625558062908,0,1.3474274780156446,1.2101868302556114,2,-1.716144317792322,2,1,1.333931750621901,3,4,-0.7807194291157011,0.0,0,11,3,1.0,2.0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
